Datetime,Min,Max,Mean,Humidity,Precipitation
07-20-2022,28.7,32,30.2,79.06,0.88
07-21-2022,28,32.6,29.9,81.86,5.68
07-22-2022,28,34,29.6,82.93,3.61
07-23-2022,27,31,28.3,86.19,19.47
07-24-2022,26,29,27,88.14,15.71
07-25-2022,25,30,27.6,86.75,10.34
07-26-2022,26.6,32.8,29.1,80.31,0.04
07-27-2022,27,33.2,28.8,84.15,20.29
07-28-2022,27.5,34.2,29.8,80.19,4.86
07-29-2022,28,34,30.5,79.7,26.81
07-30-2022,28.3,34.3,31.3,73.11,0
07-31-2022,27,33.2,30,81.9,2.1
08-01-2022,28.6,33.3,30.3,79.37,0
08-02-2022,26,33.6,29.2,84.98,15.13
08-03-2022,27,31,29.1,85.19,1.39
08-04-2022,26.9,33,29.6,80.89,0.01
08-05-2022,27,34,29.9,80.92,0
08-06-2022,28,30.1,28.9,84.91,7.72
08-07-2022,26,32.9,29.3,81.79,5.48
08-08-2022,27,31,28.7,83.08,9.01
08-09-2022,26.7,30,28,84.75,12.51
08-10-2022,26,30.6,27.4,87.77,8.96
08-11-2022,26,30,27.2,88.96,19.23
08-12-2022,26.3,33,29.3,81.15,4.05
08-13-2022,27.1,33.1,29.4,80.87,0.81
08-14-2022,25.9,28.5,27.3,87.95,35.45
08-15-2022,26,30,28.1,86.19,8.44
08-16-2022,27,34.1,30.6,75.03,0
08-17-2022,28.8,35.1,31.7,73.34,0
08-18-2022,27.4,35,31.4,76.4,3.96
08-19-2022,26,31,27.6,86.91,24.17
08-20-2022,26.5,30,27.6,86.54,25.68
08-21-2022,27.4,33,29.7,82.17,0.17
08-22-2022,28,33.7,29.8,79.75,34.16
08-23-2022,25,30.7,28.4,86.03,9.36
08-24-2022,27,30,27.7,86.68,7.1
08-25-2022,26.8,33,29.4,77.63,0.28
08-26-2022,27.1,34.2,30.3,75.61,0
08-27-2022,28,33.8,30,81.13,39.92
08-28-2022,27,32,29.5,80.29,5.24
08-29-2022,28,34,30.9,74.57,0
08-30-2022,28,34.7,30.7,74.89,0.09
08-31-2022,28.7,34.6,31.3,73.96,0
09-01-2022,29,34.7,31.1,73.71,0.02
09-02-2022,28.8,34.4,31.5,72.06,0
09-03-2022,25.7,34,30.3,75.36,5.87
09-04-2022,28,34.6,29.9,78.8,8.7
09-05-2022,26,34,29.9,80.79,6.93
09-06-2022,26.3,32,29,82.65,13.17
09-07-2022,27.8,34.2,31,75.99,0
09-08-2022,28.4,34.4,31.1,73.53,5.67
09-09-2022,27,34.2,30,78.44,0.23
09-10-2022,27.7,33,28.9,81.85,4.32
09-11-2022,26,30,27.5,85.59,23.06
09-12-2022,25,27,26,91.13,60.73
09-13-2022,25.3,28,26.6,89.79,45.93
09-14-2022,27,29,27.9,86.54,0.09
09-15-2022,27,31,28.5,86.44,0.55
09-16-2022,25.9,33,28,83.21,13.5
09-17-2022,26.4,30.3,28,86.33,0.57
09-18-2022,25.9,33,29.3,79.35,0
09-19-2022,27,31.5,28.5,82.92,8.73
09-20-2022,26,29,27.8,86.97,9.74
09-21-2022,27,31.7,29.1,82.33,3.78
09-22-2022,27,33,29.7,79.03,0.01
09-23-2022,27,33.5,30,76.64,0
09-24-2022,27,33.8,30.1,75.55,2.43
09-25-2022,27.1,33,30,73.13,0
09-26-2022,27.4,33,29.5,77.3,0
09-27-2022,27.7,33,30,75.57,0.08
09-28-2022,27,32.5,28.9,81.47,13.1
09-29-2022,26.7,33.4,30,77.2,0
09-30-2022,27,33.3,30.1,78.31,0
10-01-2022,25.6,33.4,30,77.32,25.24
10-02-2022,26,30.4,28,84.16,0.53
10-03-2022,26.6,30,28.2,84.11,11.94
10-04-2022,26.7,32,29.1,79.79,10.72
10-05-2022,27,31,28.3,82.94,6.16
10-06-2022,26,31.3,28.2,80.86,26.71
10-07-2022,26,33,29.2,78.85,0.99
10-08-2022,26.7,34,30.3,73.6,0
10-09-2022,27.1,34,30.1,73.99,0
10-10-2022,27.2,33.1,29.9,75.71,0
10-11-2022,27,33.5,29,78.77,2.1
10-12-2022,25,33.1,27.9,80.63,19.25
10-13-2022,25,32.7,28,79.68,0.94
10-14-2022,26,31.5,27.8,83.34,21.18
10-15-2022,26,32.6,29,74.56,0
10-16-2022,25.6,33,28.8,68.28,0
10-17-2022,25,32.3,28.2,66.83,0
10-18-2022,25,32,28.3,72.82,0
10-19-2022,26,30,27.6,74.31,1.78
10-20-2022,24,32,27.8,70.65,0
10-21-2022,23,32,27.9,70.55,0
10-22-2022,24,33,28.3,70.33,0
10-23-2022,24,29.8,26.9,78.1,0.02
10-24-2022,21,26,23.3,88.45,2.02
10-25-2022,22,30.1,25.4,76.73,0
10-26-2022,23,31.8,27,74.16,0
10-27-2022,24.9,31.6,27.4,70.85,0
10-28-2022,22.4,30,26.4,66.74,0
10-29-2022,20.5,30,25.5,66.24,0
10-30-2022,20.9,31,26.2,67.85,0
10-31-2022,22.6,31,27.1,64.85,0
11-01-2022,23,32,27.5,65.57,0
11-02-2022,23.9,31.1,27.4,60.59,0
11-03-2022,22.5,29.4,25.7,62.23,0
11-04-2022,21.6,31,25.9,66.45,0
11-05-2022,21.3,30.3,26,68.47,0
11-06-2022,22.3,30,26.2,66.92,0
11-07-2022,21.7,30,25.9,68.65,0
11-08-2022,22.5,31,26.3,69.37,0
11-09-2022,21.2,30,25.6,71.07,0
11-10-2022,22,30.4,25.9,69.21,0
11-11-2022,21,30,25.7,65.45,0
11-12-2022,21,29.4,25.3,67.56,0
11-13-2022,19.8,29,24.1,58.94,0
11-14-2022,18,28,23.2,58.42,0
11-15-2022,18.2,29,23.6,60.55,0
11-16-2022,18.4,29,23.6,62.3,0
11-17-2022,18.3,30,23.9,64.93,0
11-18-2022,19,29,23.5,62.6,0
11-19-2022,19,28,23.1,58.14,0
11-20-2022,19,29,23.5,64.58,0
11-21-2022,20,29,24.1,62.25,0
11-22-2022,19,28.1,23.2,62.77,0
11-23-2022,18,28,22.7,63.21,0
11-24-2022,17.2,28,22.6,57.49,0
11-25-2022,18,28.1,22.8,61.89,0
11-26-2022,17.7,28,22.9,63.42,0
11-27-2022,17.4,28,22.7,66.04,0
11-28-2022,17.5,29,23,66.64,0
11-29-2022,19.9,29,24.1,64.72,0
11-30-2022,22.2,30,25.5,61.49,0
12-01-2022,20,29,24.2,63.28,0
12-02-2022,18.2,28,22.5,62.48,0
12-03-2022,17,27,21.9,59.95,0
12-04-2022,16.9,27,21.5,62.45,0
12-05-2022,16.8,27,21.6,65.75,0
12-06-2022,17,27,21.7,66.24,0
12-07-2022,17,26,21.2,64.63,0
12-08-2022,16.9,26,20.6,68.85,0
12-09-2022,16.4,26.3,21.2,71.15,0
12-10-2022,18.5,27,22.6,68.59,0
12-11-2022,18.9,28,23.3,64.68,0
12-12-2022,17.1,28,22.3,68.23,0
12-13-2022,17.9,29,23.5,66.22,0
12-14-2022,18.7,27,22.5,66.01,0
12-15-2022,17,27,21.5,60.18,0
12-16-2022,15.9,25,19.9,55.57,0
12-17-2022,13.9,24.3,19.1,59.61,0
12-18-2022,15.1,26,20.3,72.47,0
12-19-2022,17.5,26,21.6,72.28,0
12-20-2022,16.6,26,21.1,71.88,0
12-21-2022,15.9,27,21,73.05,0
12-22-2022,15.5,27,21.2,71.26,0
12-23-2022,15.6,28,21.6,65.29,0
12-24-2022,15.6,29,22.1,67.05,0
12-25-2022,17.8,30,23.8,72.56,0
12-26-2022,20.9,31,25.2,75.02,0
12-27-2022,21.8,30,24.9,80.08,0
12-28-2022,18.3,27,22.7,76.56,0
12-29-2022,15,26,20,60.6,0
12-30-2022,14.9,26,20.2,67.41,0
12-31-2022,15.1,27,21.1,74.46,0
