Datetime,Min,Max,Mean,Humidity,Precipitation
03-18-2019,20,31,24.7,72.89,1.03
03-19-2019,23,33,27.3,68.72,0
03-20-2019,24,33,27.9,75.66,0
03-21-2019,24.7,35,29.1,68.34,0
03-22-2019,23,35,28,76.75,15.58
03-23-2019,23,35,28.1,60.29,0.08
03-24-2019,22.8,34,27.8,44.92,0
03-25-2019,21,36,28.3,52.98,0
03-26-2019,24,35,28,61.98,0
03-27-2019,21,32.7,27,58.69,0
03-28-2019,24,33.5,28.6,71.15,0
03-29-2019,25,34,29,74.48,0
03-30-2019,25.7,34,29.3,77.19,0
03-31-2019,26.9,34,29.7,81.67,0
04-01-2019,23,31.9,27.8,76.52,0
04-02-2019,25.9,34,29.5,79.73,0.11
04-03-2019,25,35,29.6,78.32,0
04-04-2019,26,33,29.2,80.09,0
04-05-2019,25,33,28.8,78.9,6.56
04-06-2019,20,34,27,71.83,20.7
04-07-2019,20,32.1,26.1,74.9,0.24
04-08-2019,25,32,28.4,64.88,0
04-09-2019,19,33,27.1,75.71,13.12
04-10-2019,21.3,31.6,26.7,80.09,6.57
04-11-2019,26,34,29.3,81.37,0
04-12-2019,26,34.4,29.7,81.1,0
04-13-2019,25,36,29.6,74.5,0
04-14-2019,24,35,29.9,78.03,0
04-15-2019,27,37,30.9,80.25,0
04-16-2019,23,36.7,30.6,78.76,0.16
04-17-2019,24,36,29.4,68.01,0
04-18-2019,24.7,35,29.6,58.83,0
04-19-2019,26,34,29.2,59,0
04-20-2019,24,37,30,54.51,0
04-21-2019,22,37,29.6,67.84,2.46
04-22-2019,22,33.4,27.9,69.78,0.87
04-23-2019,25,37,30.9,64.96,0
04-24-2019,26,36,31.1,67.86,0
04-25-2019,27.9,36,31.3,69.57,0
04-26-2019,24,36,30.4,77.69,0
04-27-2019,28,37,32,77.35,0
04-28-2019,29,38,32.2,77.87,0
04-29-2019,28.9,37,32,76.22,0
04-30-2019,28,37,31.6,69.81,0
05-01-2019,28,36,31.8,73.1,0
05-02-2019,28,35,31,76.36,0
05-03-2019,24,30,27.1,90.23,20.71
05-04-2019,24,28.8,25.9,88.85,44.37
05-05-2019,24,36,29.7,78.68,0
05-06-2019,28,40,32.2,71.93,0
05-07-2019,27,39,32,74.28,0
05-08-2019,26.3,40,32.5,76.28,47.57
05-09-2019,28,39,32.7,78.99,0
05-10-2019,29,38,32.5,79.22,0
05-11-2019,29.4,37,32.2,78.18,0
05-12-2019,29.9,36,32.1,77.76,0
05-13-2019,21,36,31.1,79.43,0
05-14-2019,21,35,28.5,78.07,16.55
05-15-2019,24,36,30.1,76.39,0
05-16-2019,26,36.3,31.4,75.21,0
05-17-2019,28,37,32.1,79.51,0
05-18-2019,29,37,32.4,80.99,0
05-19-2019,29,37,31.9,78.11,0
05-20-2019,29,36.2,32.2,76.84,0
05-21-2019,28,37,32,78.81,0
05-22-2019,29.2,36.1,32,77.7,0
05-23-2019,25,35,30.7,75.76,0
05-24-2019,28.7,37,32.1,72.68,0
05-25-2019,22,33,28.7,81.74,9.94
05-26-2019,24,36,30.5,81.81,0
05-27-2019,29,37,32.2,79.52,0
05-28-2019,27,37,31.9,77.04,0
05-29-2019,28,37,32.1,78.41,0
05-30-2019,28,36,31.4,79.98,0
05-31-2019,25,36,31,78.14,0.82
06-01-2019,26,37,31.4,75.87,0
06-02-2019,23,35,28.9,84.66,0.33
06-03-2019,25,35,29.8,74.85,2.34
06-04-2019,27.7,35,30.8,77.31,0
06-05-2019,25,32,28.3,87.85,8.22
06-06-2019,25,33,28.6,86.42,0.19
06-07-2019,26,31,28.5,86.77,0
06-08-2019,26,35,30.1,80.9,0.06
06-09-2019,28,36,31.8,78.53,0
06-10-2019,28,37,32.2,79.37,0
06-11-2019,29,37,32.3,76.74,0
06-12-2019,24.8,36.2,31.8,79.59,0
06-13-2019,24,35.6,30.3,79.37,17.4
06-14-2019,27.9,39,33,75.7,9.02
06-15-2019,28,33,30.4,83.19,0.19
06-16-2019,28,39,32.2,75.15,0
06-17-2019,28,37,32.2,76.81,0
06-18-2019,27,35.4,30.8,85.26,11.37
06-19-2019,26,37.1,31.3,82.42,11.48
06-20-2019,27.7,36,31.2,81.48,0.18
06-21-2019,27,32,29.2,89.54,3.34
06-22-2019,27,35,30.2,81.9,4.95
06-23-2019,27,36,30.7,80.05,9.75
06-24-2019,27,35.2,31.1,80.63,0
06-25-2019,29,37,32.1,75.04,0
06-26-2019,29,36,31.9,74.56,0
06-27-2019,29.5,35,31.9,76.42,0
06-28-2019,29,32.1,30.5,80.07,0.25
06-29-2019,25,35.1,29.7,84.03,1.02
06-30-2019,26,35,29,86.21,2.44
07-01-2019,27,32,28.7,88.4,14.8
07-02-2019,27,32,28.2,90.12,21.2
07-03-2019,26,33,29.3,86.35,0.97
07-04-2019,27,35,31,78.82,0
07-05-2019,27,32.6,29.3,87.21,0.21
07-06-2019,27,31.1,28.7,89.86,0.28
07-07-2019,27,32,29.2,83.38,0
07-08-2019,28.6,35,30.6,81.34,0.73
07-09-2019,29,35,31,80.4,0
07-10-2019,26,34,30.1,83.12,0.82
07-11-2019,28,32,29.9,84.86,0
07-12-2019,28,33.6,30.3,82.62,0
07-13-2019,28,36,31.5,79.01,0
07-14-2019,29,37,32.4,74.47,0
07-15-2019,29,38,32.5,72.47,0
07-16-2019,27.4,37,30.1,83.02,43.53
07-17-2019,26.9,36.1,31.6,75.33,0
07-18-2019,28.8,35.5,31.8,76.15,0
07-19-2019,27,36,31.4,73.61,0.01
07-20-2019,27,36,31.3,77.19,0.02
07-21-2019,28,36,31.6,75.91,5.67
07-22-2019,28,36,31.4,76.37,0.36
07-23-2019,28,36,31.5,75.32,0.02
07-24-2019,27,35.7,30.6,79.57,0
07-25-2019,27,34,29.8,81.54,0.05
07-26-2019,26,31,28.2,90.8,8.46
07-27-2019,26,32,28.5,87.22,3.52
07-28-2019,26,32.1,28.2,89.12,9.75
07-29-2019,26,29,27.2,92.29,23.77
07-30-2019,26,32.7,28.6,87.63,4.43
07-31-2019,27,32,29.1,85.59,1.71
08-01-2019,27,33,29.6,82.34,0
08-02-2019,27,34,29.4,85.48,3.3
08-03-2019,27,33,29.3,85.96,0.13
08-04-2019,27,33,29.2,88.48,12.15
08-05-2019,27.8,36,30.9,82.71,0
08-06-2019,26,33,28.6,90.22,1.34
08-07-2019,26,30,27.2,93.16,29.59
08-08-2019,26,28.8,26.9,94.03,46.99
08-09-2019,26,33,29.5,84.67,0
08-10-2019,27,35,30.1,85.37,8.1
08-11-2019,27,36,30.7,82.4,0.36
08-12-2019,27,31.3,28.5,89.75,8.14
08-13-2019,26,29.1,27.2,92.79,24.33
08-14-2019,26,31.6,28.5,90.08,35.42
08-15-2019,25,29.4,27.2,94.46,19.31
08-16-2019,24,32.8,28.3,92.01,83.57
08-17-2019,24,26.4,25.6,96.16,73.12
08-18-2019,25,29.1,26.8,92.66,10.73
08-19-2019,26,33.3,29.4,83.24,0.21
08-20-2019,27,33,28.9,89.39,0.57
08-21-2019,26,34.6,30.3,83.7,0.01
08-22-2019,25,35,29.6,84.68,31.3
08-23-2019,25,32.1,28.8,87.3,0.28
08-24-2019,26,29,27.5,92.94,12.23
08-25-2019,25,30,27.3,92.53,14.63
08-26-2019,26,32,27.7,90.81,1.7
08-27-2019,26,33,28.6,87.91,0.41
08-28-2019,26,33,29.2,87.64,10.81
08-29-2019,26,33,28.6,90.13,16.22
08-30-2019,26,35,30.1,83.09,0.25
08-31-2019,27,34,30.5,80.88,0
09-01-2019,26,34,29.6,85.76,18
09-02-2019,26,34,29,87.13,14.76
09-03-2019,26,31.1,28.2,90.94,22.16
09-04-2019,27,32,29.1,88.44,0.81
09-05-2019,27,33,29.1,87.48,2.52
09-06-2019,27,33,29.4,85.63,12.16
09-07-2019,27,31,27.9,92.52,11.58
09-08-2019,26,30.1,27.6,94,7.68
09-09-2019,26.8,33.4,29.6,86.56,12.32
09-10-2019,27,32.9,29.3,88.86,0
09-11-2019,26.2,30,28.4,93.06,33.91
09-12-2019,25,29,27.2,92.43,13.7
09-13-2019,27,32,28.5,90.05,0.08
09-14-2019,26,34,29.6,84.74,0.16
09-15-2019,27,34,30.4,82.55,0
09-16-2019,27,34,30.2,83.47,0
09-17-2019,27,35,30.2,79.55,0
09-18-2019,26,34,29.2,84.86,1.62
09-19-2019,27,34,30.2,82.21,1.07
09-20-2019,27.6,35,30.1,83.94,25.12
09-21-2019,25,34,28,87.8,8.88
09-22-2019,25,33,28.4,87.09,0.81
09-23-2019,27,32,28.6,88.82,2.48
09-24-2019,24,30,26.1,93.79,62.44
09-25-2019,24,26.2,25.1,95.24,20.89
09-26-2019,23,30,25.9,92.01,7.49
09-27-2019,24,29.6,26.6,91.15,3.26
09-28-2019,24,29,25.7,93.34,4.93
09-29-2019,23,28.1,25.4,92.99,31.37
09-30-2019,24,31.4,27,87.81,3.1
10-01-2019,25,33,28.8,83.55,0
10-02-2019,26,34,29.6,82.35,0
10-03-2019,24,33,28.3,86.59,5.34
10-04-2019,26,33.2,29.1,84.46,0.45
10-05-2019,26,33,28.1,90.11,6.77
10-06-2019,26,34,28.8,86.98,0.57
10-07-2019,25,29.6,26.7,90.1,0
10-08-2019,24,31,27.5,85.71,0
10-09-2019,23,27.4,24.6,94.79,52.55
10-10-2019,24,30,26.3,89.1,4.58
10-11-2019,24,31.8,27.5,85.6,0
10-12-2019,24,32.2,28.2,82.06,0
10-13-2019,25,32,28,84.6,0.41
10-14-2019,24,32,27.7,78.55,0
10-15-2019,24,33,28.1,76.98,0
10-16-2019,24,32,27.4,84.57,0
10-17-2019,25,32,27.2,88.68,4.09
10-18-2019,24,33,28.8,82.43,0
10-19-2019,25,34,29.2,81.15,0
10-20-2019,25,33,29,79.99,0
10-21-2019,25,32.1,28.4,83.63,0
10-22-2019,25,32.1,28.3,82.1,0
10-23-2019,23,31.7,26.8,86.23,5.05
10-24-2019,20,24.5,22.8,94.63,16.51
10-25-2019,20,24.7,22.4,95.87,29.96
10-26-2019,21,26.3,23.3,92.97,0
10-27-2019,22,29.1,25,86.04,0
10-28-2019,21,30,24.9,82.28,0
10-29-2019,21,30,25,81.91,0
10-30-2019,22,30,25.8,81.18,0
10-31-2019,22,30.1,25.7,79.54,0
11-01-2019,22,31,26.1,79.23,0
11-02-2019,22,31,26.3,79.85,0
11-03-2019,23,31,26.9,77.73,0
11-04-2019,23,32,26.7,79.09,0
11-05-2019,22,31,26.4,79.06,0
11-06-2019,20,30,24.8,75.14,0
11-07-2019,19,28.7,23.8,74.85,0
11-08-2019,22,25.8,23.2,89.65,9.44
11-09-2019,22,23.7,22.5,95.94,85
11-10-2019,23,26.5,24.1,91.47,89.37
11-11-2019,21,29,24.8,86.04,0
11-12-2019,21,29,24.6,79.85,0
11-13-2019,19,29,23.7,79,0
11-14-2019,20,29,24.3,79.16,0
11-15-2019,21,31,25.2,77.52,0
11-16-2019,20,30,24.6,80.51,0
11-17-2019,19,30,24.1,77.78,0
11-18-2019,19,30,24.1,75.83,0
11-19-2019,19,28.3,23.7,71.46,0
11-20-2019,18,28.5,22.6,71.44,0
11-21-2019,17,28,22.3,73.25,0
11-22-2019,18,28,22.6,73.49,0
11-23-2019,18,27.6,22.7,78.62,0
11-24-2019,18,28,22.5,77.56,0
11-25-2019,18,29,23,80.71,0
11-26-2019,19,29,23.6,82.16,0
11-27-2019,19,29,23.6,82.08,0
11-28-2019,19,29.1,23.8,81.53,0
11-29-2019,18,29.2,23.9,78.98,0
11-30-2019,18,29,23.5,79.83,0
12-01-2019,18,27.1,22.7,77.59,0
12-02-2019,18,27.8,22,70.27,0
12-03-2019,15,26.2,20.6,74.13,0
12-04-2019,15,25.8,20.3,70.45,0
12-05-2019,15,26.4,20.5,76.72,0
12-06-2019,15,28,22,76.56,0
12-07-2019,18,28.5,23.2,73.4,0
12-08-2019,20,29,23.7,70.12,0
12-09-2019,18,27.6,22.4,70.06,0
12-10-2019,17,27.3,21.1,69.42,0
12-11-2019,16,27,21.1,78.2,0
12-12-2019,16,26.1,21.3,84.23,0
12-13-2019,16,27,21.5,81.88,0
12-14-2019,18,27.3,22,82.79,0
12-15-2019,16,26.1,20.9,84,0
12-16-2019,16,25.3,20.5,79.42,0
12-17-2019,17,24.5,20.2,79.42,0
12-18-2019,13,21.5,17.1,77.58,0
12-19-2019,9,20.6,15,73.28,0
12-20-2019,10,21.1,15,75.8,0
12-21-2019,11,21.1,14.8,84.34,0
12-22-2019,10,19.2,14.3,87.16,0
12-23-2019,12,22.2,16.6,85.55,0
12-24-2019,12,22.1,16.6,82.21,0
12-25-2019,12,24,18,75.36,0
12-26-2019,12,18.2,15.5,85.8,0.81
12-27-2019,12,19.1,14.6,87.05,9
12-28-2019,9,19.6,14.2,83.74,0
12-29-2019,10,22.3,15.7,73.52,0
12-30-2019,9,22.2,15.4,78.45,0
12-31-2019,10,23.2,16.5,77.41,0
01-01-2020,12,24.1,17.9,76.82,0
01-02-2020,14,25,19.3,78.72,0
01-03-2020,15,18,16.7,94.46,25.28
01-04-2020,15,19,16.7,92.74,2.53
01-05-2020,14,20,16.5,92.45,0
01-06-2020,10,21.3,15.6,82.34,0
01-07-2020,11,20.6,15.4,83.21,0
01-08-2020,10,23.3,16.9,80.93,0
01-09-2020,15,21.9,17.8,87.49,0.39
01-10-2020,14,21.6,17.3,78.51,0
01-11-2020,11,19.8,15.2,79.68,0
01-12-2020,11,22,16.2,74.63,0
01-13-2020,11,22.2,16.7,69.91,0
01-14-2020,11,24.6,17.6,69.66,0
01-15-2020,13,26,18.8,73.63,0
01-16-2020,12,27.1,19.7,77.16,0
01-17-2020,15,28.1,21.2,74.08,0
01-18-2020,15,28.1,21.6,68.45,0
01-19-2020,16,25.9,20.3,78.83,0
01-20-2020,15,21.8,17.9,77.97,0
01-21-2020,12,23.2,17.3,74.31,0
01-22-2020,12,25,18.5,75.63,0
01-23-2020,15,23.5,19,81.35,0
01-24-2020,14,23,17.8,65.17,0
01-25-2020,11,22.5,16.8,62.29,0
01-26-2020,11,23.9,17.4,68.36,0
01-27-2020,12,23.1,17.6,69.8,0
01-28-2020,12,25,18.7,74.49,0
01-29-2020,16,24,20.1,88.04,5.42
01-30-2020,17,21.8,19.6,91.35,8.27
01-31-2020,16,23.1,18.9,76.91,0
02-01-2020,12,23.8,17.8,69.48,0
02-02-2020,13,22.8,17.8,62.98,0
02-03-2020,12,22.8,17.1,58.6,0
02-04-2020,11,23.7,17.9,61.25,0
02-05-2020,15,25.6,20.1,68.01,0
02-06-2020,15,25.5,20.1,68.64,0
02-07-2020,15,22.7,19,67.52,0
02-08-2020,16,19.8,17.6,76.75,0.08
02-09-2020,15,25,19.5,66.99,0
02-10-2020,13,24.3,18.6,60.21,0
02-11-2020,13,25.1,18.7,61.49,0
02-12-2020,13,25.1,18.9,60.25,0
02-13-2020,14,26.1,19.9,59.85,0
02-14-2020,14,28.1,21.7,64.85,0
02-15-2020,17.9,27.6,22.3,57.8,0
02-16-2020,15,28.2,21.9,63.19,0
02-17-2020,16,29,22.3,66.07,0
02-18-2020,19,28.6,23,67.92,0
02-19-2020,17,28.4,22.6,76.57,0
02-20-2020,19,29,23.6,74.01,0
02-21-2020,17,30,23.5,70.05,0
02-22-2020,17,30,23.8,63.15,0
02-23-2020,18,30,23.7,69.51,0
02-24-2020,19,26,22.5,77.94,0.16
02-25-2020,18,21.6,20,89.48,2.5
02-26-2020,17,26.6,21.6,78.32,0
02-27-2020,17,26.8,22.1,76.09,0
02-28-2020,17,27.5,22.3,71.11,0
02-29-2020,17,28.6,22.9,64.27,0
03-01-2020,19,30,24.2,66.01,0
03-02-2020,20,31,25.4,70.27,0
03-03-2020,19,29.9,24.1,77.7,3.24
03-04-2020,19,29.4,23.6,80.34,1.42
03-05-2020,18,28.5,22.3,81.96,6.48
03-06-2020,20,28.8,24.2,81.05,0.08
03-07-2020,20,26,23.1,89.9,18.93
03-08-2020,21,30,24.9,77.25,0.2
03-09-2020,20,29.7,24.6,61.33,0
03-10-2020,18,31,24.7,61.74,0
03-11-2020,22,32.2,26.7,66.39,0
03-12-2020,22,32.2,26.8,72.85,0.01
03-13-2020,22,34,28.4,72.38,0
03-14-2020,20,31,25.4,68.77,0
03-15-2020,18,30.6,24,73.5,0
03-16-2020,22,31.2,26,73.04,0
03-17-2020,23,31.3,27,66.22,0
03-18-2020,21,32,26.7,64.6,0
03-19-2020,20,33,26.9,58.78,0
03-20-2020,22,32,26.7,55.07,0
03-21-2020,19,33.4,26.8,66.61,0.08
03-22-2020,16,30.4,24,69.91,4.06
03-23-2020,19,32.1,25.4,75.18,0
03-24-2020,20,32.6,26.1,73.86,5.15
03-25-2020,21,33.9,27.6,73.37,0
03-26-2020,24,35,29.2,65.77,0
03-27-2020,25,36.1,30.5,54.96,0
03-28-2020,26,36.1,31.4,55.74,0
03-29-2020,26,35,30.4,53.19,0
03-30-2020,24,35,29.9,48.21,0
03-31-2020,25,36,30.1,48.93,0
04-01-2020,26,38,31.2,60.75,0
04-02-2020,24.8,37,30.5,68.99,0
04-03-2020,27,36.1,31.1,69.7,0
04-04-2020,26,37,31.1,56.73,0
04-05-2020,28,36.2,31.4,61.21,0
04-06-2020,26,38,31.5,54.05,0
04-07-2020,26.3,39,31.6,56.67,0
04-08-2020,27.1,36,30.6,54.43,0
04-09-2020,26,36,29.8,51.16,0
04-10-2020,26,37,30.2,71.09,0
04-11-2020,25,37,30.5,71.33,0
04-12-2020,24,34.4,28.8,75.03,0
04-13-2020,26,36,29.9,81.62,0
04-14-2020,26,37,30.8,79.42,0
04-15-2020,23,35,29,82.31,0.49
04-16-2020,23,33.3,27.8,82.34,0.81
04-17-2020,26,36,30.6,77.83,0.49
04-18-2020,26.6,33.1,29.6,80.29,0.74
04-19-2020,25.8,35,29.9,70.04,0
04-20-2020,20,35,29.7,80.69,0
04-21-2020,20,27,23.7,80.03,25.11
04-22-2020,21,31.1,26.3,82.56,0.07
04-23-2020,22,33,26.7,84.74,7.34
04-24-2020,22,33,26.4,82.73,0.01
04-25-2020,23,33.2,28,79.33,0.08
04-26-2020,24,32,26.8,85.19,0.71
04-27-2020,23,29.2,25.5,88.55,9.03
04-28-2020,23,26.7,24.9,92.12,0.85
04-29-2020,22,32.1,26.7,83.77,0.05
04-30-2020,24,33.4,28.5,78.91,0.01
05-01-2020,21,32.5,25.5,87.7,17.69
05-02-2020,21,32,26.1,84.87,2.58
05-03-2020,23,32.6,27.7,82.34,0.04
05-04-2020,25,34.3,29.3,82.72,0.01
05-05-2020,25,35,29.8,80.65,0
05-06-2020,20,32,26.9,84.98,34.43
05-07-2020,22,34.4,28.4,81.81,0
05-08-2020,21,35,28.8,77.37,0
05-09-2020,27,38,31.8,74.18,0
05-10-2020,22,36.3,30.2,80.7,0
05-11-2020,22,35,28.5,75.83,0
05-12-2020,26.5,36.6,31.4,71.12,0
05-13-2020,28,37,31.7,66.47,0
05-14-2020,27,36,31.3,78.56,0
05-15-2020,28,37,31.9,76.64,0
05-16-2020,28.9,37,32.2,77.8,0
05-17-2020,29,38,32.4,75.3,0
05-18-2020,27.8,37,32,72.48,0
05-19-2020,24,32.7,28.9,86.3,2.44
05-20-2020,23,25.9,24.5,95.74,232.77
05-21-2020,24.1,27.3,25.6,91.35,11
05-22-2020,24,33.8,28.2,84.23,0.01
05-23-2020,28.1,34.9,30.5,82.72,0
05-24-2020,28,34,30.9,85.38,0
05-25-2020,29,33,30.8,85.19,0
05-26-2020,29,33,30.4,85.61,0
05-27-2020,21,34,29.1,84.73,27.61
05-28-2020,23,27,24.5,93.78,21.56
05-29-2020,25,36,29.8,82.36,0
05-30-2020,24,36,29.9,83.46,0
05-31-2020,23,33.6,28.3,84.11,4.4
06-01-2020,23,34,29.3,83.72,1.42
06-02-2020,25,36,30,81.28,3.28
06-03-2020,26,36,30.8,79.78,0
06-04-2020,26,36,31.8,81.69,0.49
06-05-2020,25,35,30.9,82.39,0.18
06-06-2020,30,37,32.9,76.6,0.01
06-07-2020,25,36,30,87.18,57.87
06-08-2020,26,36,30.2,86.05,19.45
06-09-2020,28,36,31.6,82.5,0.71
06-10-2020,28.9,33,30.7,83.24,2.43
06-11-2020,28,30.2,28.9,91.12,13.1
06-12-2020,27,29,27.9,94.43,31.13
06-13-2020,27.8,31,29.2,91.33,18.22
06-14-2020,27,29.7,28.3,94.28,18.49
06-15-2020,26.8,31.9,29.1,89.62,10.27
06-16-2020,26.4,33,28.8,92.02,18.65
06-17-2020,28,33,29.7,90.95,0.73
06-18-2020,28,33,29.7,89.32,0.09
06-19-2020,28,34,30.2,87.85,0.29
06-20-2020,28.7,33,30.3,88.71,20.48
06-21-2020,27.7,33,29.1,90.2,20.77
06-22-2020,26,34,29.9,87.95,19.16
06-23-2020,27.6,32,29.9,88.72,2.6
06-24-2020,28.9,36,31.9,81.57,2.55
06-25-2020,29.3,36,32.1,76.89,0
06-26-2020,25,36,30.7,81.24,0.7
06-27-2020,25,31.5,28.9,88.17,8.48
06-28-2020,25,35,28.2,90.69,60.07
06-29-2020,26,32,28.9,90.68,1.44
06-30-2020,27,35,30.8,84.41,5.39
07-01-2020,28.8,36,32.1,79.35,0
07-02-2020,27,37,32.3,72.67,0
07-03-2020,26,35,31.3,82.64,4.05
07-04-2020,28.7,34,31,87.54,6.81
07-05-2020,27,32,29,91,6.67
07-06-2020,27,32,29,92.54,28.54
07-07-2020,27.9,33,30,92.31,24.13
07-08-2020,28.6,35,31,83.7,3.24
07-09-2020,28,35,30.7,86.53,4.9
07-10-2020,29.2,35,31.8,83.91,0
07-11-2020,26,34,30.1,88.97,2.57
07-12-2020,26,35,30.6,84.79,50.35
07-13-2020,26,32,29.8,92.18,7.29
07-14-2020,28.9,34,30.4,88.85,0.01
07-15-2020,27.9,33,29.6,88.21,11.54
07-16-2020,27.6,33,30.3,86.12,1.23
07-17-2020,28,34.1,31.1,85.83,0.05
07-18-2020,28.6,35,31.5,83.22,0
07-19-2020,27,35,31,84.28,10.54
07-20-2020,27,35,30.1,88.55,15.08
07-21-2020,26,32,29.3,92.23,16.64
07-22-2020,26,32,28.5,91.95,4.33
07-23-2020,24.7,29,27.1,94.24,44.42
07-24-2020,27.8,32,29.1,92.49,0.26
07-25-2020,26.9,35,30.7,85.52,0
07-26-2020,28.8,36,31.8,84.05,0
07-27-2020,28.8,35,30.5,90.6,12.41
07-28-2020,28,35,30,90.29,0.01
07-29-2020,26,33,29.2,87.89,35.25
07-30-2020,27.6,35,31.2,85.01,0
07-31-2020,28.6,36,31.2,87.68,0.41
08-01-2020,28.8,36,32.1,84.71,6.14
08-02-2020,29.9,36,32.4,84.85,10.53
08-03-2020,29.2,37,32.6,87.08,17.1
08-04-2020,25,30,27.7,95.1,19.48
08-05-2020,27,30,28.1,94.95,12.32
08-06-2020,26.4,30,28,94.59,29.29
08-07-2020,27.4,33,30.1,91.59,0
08-08-2020,28.3,35,30.5,91.31,12.05
08-09-2020,27.5,34,30,88.71,3.24
08-10-2020,28,34,30.8,86.91,2.59
08-11-2020,28.6,34,31.2,88.57,0
08-12-2020,28.9,35,31.5,87.02,0
08-13-2020,27.6,35,31.2,86.43,0.5
08-14-2020,28,33,29.9,89.89,4.46
08-15-2020,28,32,29.4,92.64,5.8
08-16-2020,27.9,33,30.2,87.59,0.33
08-17-2020,27,31,28.8,92.82,3.59
08-18-2020,26.6,32,28.8,92.98,14.81
08-19-2020,26.7,32,28.1,93.58,18.48
08-20-2020,26.6,29,27.5,94.49,48.08
08-21-2020,26,28,27.2,95.17,29.74
08-22-2020,26,32,28.4,90.82,6.21
08-23-2020,26.9,33,29,92.14,0.47
08-24-2020,26.4,34,28.9,91.98,23.99
08-25-2020,27.5,35,30.2,88.16,4.39
08-26-2020,26.7,30.1,27.7,94.15,16.86
08-27-2020,26,29.1,27.3,95.25,35
08-28-2020,26.4,33,29.4,88.92,10.87
08-29-2020,27.8,35,31.1,86.39,0
08-30-2020,29,36.1,32.2,83.71,0
08-31-2020,29.7,36.1,32.7,83.45,0
09-01-2020,25,31,27.4,93.29,19.11
09-02-2020,25,31,27.4,92.87,11.56
09-03-2020,26.8,34,30.1,85.44,1.63
09-04-2020,27.3,34,30.4,88.4,0.24
09-05-2020,28.4,35,31.3,83.79,0.16
09-06-2020,28.8,36,31.5,84.8,0
09-07-2020,29.1,35,31.5,84.14,0
09-08-2020,27.8,35,30.9,87.51,49.5
09-09-2020,27.1,35,31.1,84.27,0
09-10-2020,27,33.3,30.3,90.26,0.74
09-11-2020,27.9,35,30.8,87.28,0.1
09-12-2020,28,34,30.3,88.48,0
09-13-2020,28,35,31,85.2,0.24
09-14-2020,28.5,35,31.4,84.94,0.04
09-15-2020,28,34,29.9,88.1,1.63
09-16-2020,27.9,36,31.3,85.27,3.37
09-17-2020,29,35,31.8,86.18,0
09-18-2020,28,36,30.9,86.46,0.02
09-19-2020,27,36,31.6,83.35,0
09-20-2020,26,33,29.8,90.36,2.9
09-21-2020,27,30.3,28.8,92.77,3.14
09-22-2020,27,32,29,92.89,0.8
09-23-2020,26,30,28.1,94.52,30.79
09-24-2020,27.3,33,29.4,92.94,3.86
09-25-2020,27.6,32,28.9,93.14,10.54
09-26-2020,27.4,33,28.7,92.89,0.23
09-27-2020,25.4,35,30.2,83.87,0.26
09-28-2020,28.3,35,30.5,88.85,17.83
09-29-2020,27.5,35,31.2,85.65,4.45
09-30-2020,27.7,35,30.8,85.03,0
10-01-2020,27,34,29.8,85.67,1.62
10-02-2020,27,33,29.6,88.89,17.14
10-03-2020,27,32,28.9,90.77,2.77
10-04-2020,26,33,28.8,91.26,6.48
10-05-2020,27,31.9,28.4,91.96,3.32
10-06-2020,27,33,29.2,89.21,0.13
10-07-2020,27.4,32,29.4,89.8,3.59
10-08-2020,26.8,34,30,88.52,0.57
10-09-2020,27.4,35,30,89.48,5.33
10-10-2020,27.9,35,30.4,88.05,0.88
10-11-2020,27.3,36,30.4,85.55,0
10-12-2020,27.4,36,31.1,82.96,0
10-13-2020,27.3,36,31.6,81.43,0
10-14-2020,28,35,30.9,83.28,0.16
10-15-2020,27,35,30.5,81.84,0.05
10-16-2020,27.5,35,30,84.14,46.19
10-17-2020,27.3,35,30.8,79.89,0
10-18-2020,27.7,32,29.7,85.24,0
10-19-2020,27,33,29.2,83.86,0
10-20-2020,27,34,29.8,80.22,0
10-21-2020,26,32.2,28.5,84.61,0
10-22-2020,24,26.7,25.5,91.1,0.66
10-23-2020,23,27,24.6,93.42,0.29
10-24-2020,24,30.4,26.8,84.65,0
10-25-2020,25,32,28,82.26,0
10-26-2020,24,33,27.9,71.46,0
10-27-2020,22,33,27.2,66.13,0
10-28-2020,23,31.4,27,71.44,0
10-29-2020,23,32.1,28,76.15,0
10-30-2020,24,33,28.5,73.76,0
10-31-2020,24.8,40,28.1,79.5,0.81
11-01-2020,24,31.4,27.7,85.53,0
11-02-2020,24,32,27.9,81.88,0
11-03-2020,24.4,32,27.5,73.78,0
11-04-2020,22,30.1,26,54.27,0
11-05-2020,20,31,25.3,58.14,0
11-06-2020,18,31,24.6,60.07,0
11-07-2020,18,29,23.4,60.32,0
11-08-2020,18,30,23.6,66.62,0
11-09-2020,18,31,24.6,67.08,0
11-10-2020,20,32,25.8,69.8,0
11-11-2020,22,32.4,27.1,62.43,0
11-12-2020,21,31.1,25.7,64.3,0
11-13-2020,20,32,25.8,62.77,0
11-14-2020,20,31.1,25.4,60.14,0
11-15-2020,19,31,25.2,61.41,0
11-16-2020,19,31,25.3,61.15,0
11-17-2020,21,30,25.1,66.07,0
11-18-2020,21,31,25.6,68.83,0.01
11-19-2020,22,31,26.5,74.63,0.06
11-20-2020,23,31.2,27.3,77,0
11-21-2020,21,26,23.7,89.53,25.21
